received_timestamp,cardIndex,currentReward,finalKontostand,klickZeiten,timestamp,,values
2025-01-30T15:17:27.022464+00:00,,,,,,,"{""EDA"": 4.408999919891357, ""ECG"": -0.47200000286102295}"
2025-01-30T15:17:27.022464+00:00,,,,,,,"{""EDA"": 4.122000217437744, ""ECG"": -0.9319999814033508}"
2025-01-30T15:17:27.022464+00:00,,,,,,,"{""EDA"": 3.9639999866485596, ""ECG"": 0.08799999952316284}"
2025-01-30T15:17:28.035117+00:00,,,,,,,"{""EDA"": 3.6519999504089355, ""ECG"": 0.9769999980926514}"
2025-01-30T15:17:28.035834+00:00,,,,,,,"{""EDA"": 3.319999933242798, ""ECG"": 0.47999998927116394}"
2025-01-30T15:17:28.035834+00:00,,,,,,,"{""EDA"": 3.0840001106262207, ""ECG"": -0.7440000176429749}"
2025-01-30T15:17:28.036866+00:00,,,,,,,"{""EDA"": 2.812999963760376, ""ECG"": -0.7919999957084656}"
2025-01-30T15:17:28.036866+00:00,,,,,,,"{""EDA"": 2.36899995803833, ""ECG"": 0.3269999921321869}"
2025-01-30T15:17:29.033708+00:00,,,,,,,"{""EDA"": 2.049999952316284, ""ECG"": 1.0080000162124634}"
2025-01-30T15:17:29.033708+00:00,,,,,,,"{""EDA"": 1.843999981880188, ""ECG"": 0.14499999582767487}"
2025-01-30T15:17:29.035327+00:00,,,,,,,"{""EDA"": 1.5210000276565552, ""ECG"": -0.9670000076293945}"
2025-01-30T15:17:29.035860+00:00,,,,,,,"{""EDA"": 1.090000033378601, ""ECG"": -0.5350000262260437}"
2025-01-30T15:17:29.035860+00:00,,,,,,,"{""EDA"": 0.8519999980926514, ""ECG"": 0.6309999823570251}"
2025-01-30T15:17:30.035594+00:00,,,,,,,"{""EDA"": 0.722000002861023, ""ECG"": 0.9120000004768372}"
2025-01-30T15:17:30.035594+00:00,,,,,,,"{""EDA"": 0.4339999854564667, ""ECG"": -0.20600000023841858}"
2025-01-30T15:17:30.035594+00:00,,,,,,,"{""EDA"": 0.1979999989271164, ""ECG"": -0.9610000252723694}"
